,번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,사업자등록번호,Unnamed: 37,lat,lon
44812,44813,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200800013,2008-11-11,,1,영업/정상,11,영업,,,,,4317775,,,인천광역시 남동구 고잔동 351-2번지,인천광역시 남동구 고잔로 89 (고잔동),,(주)디에스씨 남동지점,2020-04-14 13:06:01,U,2020-04-16 02:40:00,"기타 비철금속 제련, 정련 및 합금 제조업",174857.110373959,431890.201039114,대기배출업소관리,"기타 비철금속 제련, 정련 및 합금 제조업",4종,"금,은",,0.0,,0.0,2618500015.0,,126.716899749055,37.388764131774
44813,44814,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200800014,2008-12-04,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 409-5 외3필지,"인천광역시 남동구 고잔로51번길 46-1 (고잔동,외3필지)",,(주)한청알에프,2024-02-14 15:29:01,U,2024-02-16 02:40:00,,175078.65999513,432182.578502056,대기배출업소관리,,5종,금속,8.0,300.0,8.0,300.0,,,,
44814,44815,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900001,2009-02-09,,1,영업/정상,11,영업,,,,,0328626001,,,인천광역시 남동구 간석동 616-46번지,인천광역시 남동구 염전로 417 (간석동),405-810,신신교통(주),2019-02-28 15:32:26,U,2019-03-02 02:40:00,자동차 수리 및 세차업,172209.140592474,440892.734909304,대기배출업소관리,자동차 수리 및 세차업,5종,,,0.0,,0.0,1398100947.0,,126.686684399971,37.4697227379646
44815,44816,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900003,2009-04-16,,1,영업/정상,11,영업,,,,,4463364,,,인천광역시 남동구 고잔동 223-4,인천광역시 남동구 논현고잔로 127-7 (고잔동),,(주)대신하이팩,2022-12-19 16:11:59,U,2022-12-21 02:40:00,,174492.065935028,432524.298716807,대기배출업소관리,,5종,,,0.0,,0.0,,,126.712729150207,37.3944596909088
44847,44848,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201000002,2010-03-10,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 390-5번지,인천광역시 남동구 고잔로41번길 23-1  (고잔동),,인천도시광업개발,2011-11-06 11:29:15,I,2018-10-04 11:12:49,,174999.365598024,432395.555429437,대기배출업소관리,,4종,,,0.0,,0.0,1313072708.0,,126.718466057804,37.3933020735532
44848,44849,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201000003,2010-03-17,,1,영업/정상,11,영업,,,,,4461773,,,인천광역시 남동구 고잔동 530-10번지,인천광역시 남동구 논현고잔로54번길 8  (고잔동),,한결전자,2010-03-18 17:26:29,I,2018-10-04 11:12:49,그외 기타 전자부품 제조업,174421.276399721,431763.845543966,대기배출업소관리,그외 기타 전자부품 제조업,5종,전자부품(코아),,0.0,,0.0,1225192777.0,,126.711956052834,37.3876060054571
44849,44850,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900018,2009-09-07,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 409-5번지 2층,"인천광역시 남동구 고잔로51번길 46-1  (고잔동,2층)",,(주)로움 인천공장,2011-02-07 18:26:55,I,2018-10-04 11:12:49,,175078.65999513,432182.578502056,대기배출업소관리,,4종,금속,,0.0,,0.0,1318537199.0,,126.719357140233,37.3913737569935
44850,44851,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201000004,2010-03-29,,1,영업/정상,11,영업,,,,,4412506,,,인천광역시 남동구 고잔동 350-3,인천광역시 남동구 앵고개로 717 (고잔동),,정일하이텍,2022-05-30 17:17:30,U,2022-06-04 02:40:00,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",174911.36015707,431878.235759924,대기배출업소관리,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",5종,점착테이프,,0.0,,0.0,1313169840.0,,126.717485906482,37.3886492118681
44930,44931,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500003,2015-01-13,,1,영업/정상,11,영업,,,,,032-433-3694,,,인천광역시 남동구 고잔동 372-16,"인천광역시 남동구 앵고개로719번길 26, 2동 (고잔동)",21678,(주)오르타머티리얼즈,2023-11-14 17:28:35,U,2023-11-16 02:40:00,지정외 폐기물 처리업,174980.663265795,431985.848899123,대기배출업소관리,지정외 폐기물 처리업,5종,,24.0,355.0,24.0,365.0,8998701297.0,,126.718308402803,37.389682301471
45157,45158,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900006,2009-05-13,,1,영업/정상,11,영업,,,,,4220612,,,인천광역시 남동구 고잔동 465-1 가동,"인천광역시 남동구 고잔로 109 (고잔동,가동)",,승길기계,2021-11-05 20:16:08,U,2021-11-07 02:40:00,그외 기타 분류안된 금속가공제품 제조업,174843.052276668,431704.842494492,대기배출업소관리,그외 기타 분류안된 금속가공제품 제조업,5종,브레카,8.0,300.0,8.0,300.0,1313040638.0,,126.716721887276,37.3870860059804
45158,45159,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900007,2009-03-04,,1,영업/정상,11,영업,,,,,032-422-4585,,,인천광역시 남동구 고잔동 379-11,인천광역시 남동구 고잔로 63-12 (고잔동),,호미메탈,2021-08-11 11:39:21,U,2021-08-13 02:40:00,지정외 폐기물 처리업,174917.652862906,432108.780139614,대기배출업소관리,지정외 폐기물 처리업,5종,유가금속,8.0,300.0,8.0,300.0,6951500587.0,,126.717549808826,37.3907290990664
45159,45160,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900008,2009-06-03,,1,영업/정상,11,영업,,,,,5241327,,,인천광역시 남동구 간석동 1-376번지,인천광역시 남동구 만월북로68번길 26 (간석동),,대성산업,2019-02-28 13:08:21,U,2019-03-02 02:40:00,그외 기타 금속가공업,175118.243216569,441186.866709674,대기배출업소관리,그외 기타 금속가공업,4종,양수푼,8.0,250.0,,0.0,1983800125.0,,126.719507552313,37.4725254426307
45160,45161,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900009,2009-06-16,,1,영업/정상,11,영업,,,,,8128638,,,인천광역시 남동구 고잔동 246-13번지,인천광역시 남동구 논현고잔로135번길 30-13 (고잔동),,(주)매쉬스마트,2014-10-27 18:16:43,I,2018-10-04 11:12:49,농업,174324.982091713,432743.939143073,대기배출업소관리,농업,4종,붙박이문,8.0,300.0,8.0,300.0,1368125181.0,,126.710831411961,37.3964139708765
45161,45162,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900011,2009-07-16,,1,영업/정상,11,영업,,,,,8220745,,,인천광역시 남동구 고잔동 204-2,인천광역시 남동구 논현고잔로130번길 38 (고잔동),,청우금속,2024-03-25 10:40:34,U,2024-03-27 02:40:00,"비철금속 제련, 정련 및 합금 제조업",174744.623600162,432458.531794748,대기배출업소관리,"비철금속 제련, 정련 및 합금 제조업",4종,"금, 은",8.0,300.0,8.0,300.0,1313075710.0,,126.715583200097,37.3938731787296
45162,45163,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900012,2009-08-06,,1,영업/정상,11,영업,,,,,4370994,,,인천광역시 남동구 고잔동 246-1번지 2층,"인천광역시 남동구 논현고잔로135번길 30-13  (고잔동,2층)",,한국장애경제인협회가구목제사업소,2010-05-31 16:43:30,I,2018-10-04 11:12:49,기타 목재가구 제조업,174307.572485429,432572.260365214,대기배출업소관리,기타 목재가구 제조업,4종,,8.0,300.0,8.0,300.0,1318214143.0,,126.710666843432,37.3949513946387
45163,45164,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900013,2009-09-08,,1,영업/정상,11,영업,,,,,4318221,,,인천광역시 남동구 고잔동 390-10 영기업,"인천광역시 남동구 고잔로41번길 18-17, 영기업 (고잔동)",21678,(주)나노메탈,2023-08-04 15:37:43,U,2023-08-06 02:40:00,비금속원료 재생업,174953.961055897,432331.254505983,대기배출업소관리,비금속원료 재생업,5종,,,0.0,,0.0,1318614082.0,,126.717954211725,37.3927133890473
45164,45165,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900014,2009-09-08,,1,영업/정상,11,영업,,,,,0324215433,,,"인천광역시 남동구 고잔동 390-10번지 가,나동",,,(주)대진인더스,2010-09-01 11:08:20,I,2018-10-04 11:12:49,,174953.961055897,432331.254505983,대기배출업소관리,,5종,,,0.0,,0.0,1318607811.0,,126.717954211725,37.3927133890473
45165,45166,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200900015,2009-09-08,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 409-5번지 2층,"인천광역시 남동구 고잔로51번길 46-1  (고잔동,2층)",,코리아메탈(주),2012-04-02 17:28:06,I,2018-10-04 11:12:49,,175078.65999513,432182.578502056,대기배출업소관리,,5종,금속,,0.0,,0.0,1318612935.0,,126.719357140233,37.3913737569935
45166,45167,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201000001,2010-01-08,,1,영업/정상,11,영업,,,,,0324314972,,,인천광역시 남동구 고잔동 246-18,인천광역시 남동구 청능대로468번길 24 (고잔동),,(주)오토테크 인천,2022-11-17 13:24:37,U,2022-11-19 02:40:00,자동차 종합 수리업,174319.192798415,432857.458920174,대기배출업소관리,자동차 종합 수리업,5종,,,0.0,,0.0,1318637450.0,,126.710765069034,37.3974558369006
45520,45521,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100008,2011-07-05,,1,영업/정상,11,영업,,,,,0324460403,,,인천광역시 남동구 고잔동 460,인천광역시 남동구 에코중앙로 25-14 (고잔동),,(주)알오케이골드,2021-10-19 14:29:28,U,2021-10-21 02:40:00,폐기물 처리업,174679.282520289,431635.3421005,대기배출업소관리,폐기물 처리업,5종,금속,,0.0,,0.0,1318638667.0,,126.714873642198,37.3864544538879
45521,45522,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100009,2011-09-09,,1,영업/정상,11,영업,,,,,4391397,,,인천광역시 남동구 고잔동 383-4번지,인천광역시 남동구 논현고잔로110번길 46  (고잔동),,케이다이야몬드,2012-11-05 15:22:31,I,2018-10-04 11:12:49,분말야금제품 제조업,174757.150232488,432289.196517561,대기배출업소관리,분말야금제품 제조업,5종,,,0.0,,0.0,,,126.715730155691,37.3923689196051
45522,45523,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100010,2011-09-16,,1,영업/정상,11,영업,,,,,07082886413,,,인천광역시 남동구 고잔동 246-105번지,,,창명특수강,2011-09-16 13:53:23,I,2018-10-04 11:12:49,"도금, 착색 및 기타 표면처리강재 제조업",174205.627939812,432759.420389702,대기배출업소관리,"도금, 착색 및 기타 표면처리강재 제조업",5종,스테인레스 원판,,0.0,,0.0,1313037598.0,,126.709488837323,37.3965660156583
45523,45524,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100011,2011-11-10,,1,영업/정상,11,영업,,,,,5018207,,,인천광역시 남동구 간석동 1-241번지,인천광역시 남동구 만월북로44번길 35  (간석동),,우신정밀,2011-11-25 15:24:59,I,2018-10-04 11:12:49,,175193.691976921,441033.074202433,대기배출업소관리,,5종,,,0.0,,0.0,1390323165.0,,126.720366114229,37.4711393852306
45524,45525,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100012,2011-11-14,,1,영업/정상,11,영업,,,,,442-4100,,,인천광역시 남동구 간석동 616-87,인천광역시 남동구 방축로 394 (간석동),,동부자동차공업사,2022-12-07 14:36:06,U,2022-12-09 02:40:00,자동차 수리 및 세차업,172154.726859632,441103.192981701,대기배출업소관리,자동차 수리 및 세차업,4종,,,0.0,,0.0,1310853258.0,,126.686009453497,37.4716868536965
45525,45526,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100014,2011-07-25,,1,영업/정상,11,영업,,,,,0324720062,,,인천광역시 남동구 운연동 412,인천광역시 남동구 음실서로 66 (운연동),405-270,(주)에스쓰리알,2022-08-08 17:10:30,U,2022-08-11 02:40:00,폐기물처리 및 오염방지시설 건설업,179111.357042325,436962.087172441,대기배출업소관리,폐기물처리 및 오염방지시설 건설업,4종,,,0.0,,0.0,4038148335.0,,126.764768433142,37.4345601843204
45526,45527,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100016,2011-12-06,,1,영업/정상,11,영업,,,,,4316921,,,인천광역시 남동구 고잔동 203-2,인천광역시 남동구 앵고개로697번길 97 (고잔동),405-816,(주)신원골드,2022-10-05 21:56:14,U,2022-10-07 02:40:00,기타 화학제품 제조업,174751.338280755,432404.012542,대기배출업소관리,기타 화학제품 제조업,4종,,8.0,300.0,8.0,300.0,3268800652.0,,126.715660943656,37.3933821298967
45527,45528,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100018,2011-12-16,,1,영업/정상,11,영업,,,,,4465700,,,인천광역시 남동구 고잔동 257-59번지,인천광역시 남동구 청능대로458번길 1 (고잔동),,상일자동차공업사(주),2019-12-11 12:23:07,U,2019-12-13 02:40:00,자동차 종합 수리업,174253.553808125,432978.133755057,대기배출업소관리,자동차 종합 수리업,5종,,,0.0,,0.0,1312811839.0,,126.710019804557,37.3985420817118
45528,45529,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100019,2011-03-21,,1,영업/정상,11,영업,,,,,032-859-0001,,,인천광역시 남동구 고잔동 213-5번지,인천광역시 남동구 논현고잔로128번길 64  (고잔동),,(주)세명이앤지,2012-01-03 15:16:27,I,2018-10-04 11:12:49,,,,대기배출업소관리,,4종,폐합성수지류,,0.0,,0.0,1318611799.0,,,
45529,45530,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100020,2011-03-23,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 409-3번지,인천광역시 남동구 고잔로41번길 56-1  (고잔동),,영빈리소스,2012-01-03 15:20:21,I,2018-10-04 11:12:49,,175157.827280308,432283.436375438,대기배출업소관리,,5종,"폐전선, 폐합성수지",,0.0,,0.0,1170179699.0,,126.720255964464,37.3923031262179
45530,45531,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100021,2011-08-29,,1,영업/정상,11,영업,,,,,8167391,,,인천광역시 남동구 고잔동 382-7,인천광역시 남동구 앵고개로697번길 72 (고잔동),,(주)보광메탈인천남동사업장,2023-05-23 17:00:18,U,2023-05-25 02:40:00,,174746.332042027,432252.569833505,대기배출업소관리,,4종,"금,은,동",,0.0,,0.0,1318543654.0,,126.71561049007,37.3920302088885
45531,45532,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100022,2011-06-28,,1,영업/정상,11,영업,,,,,0313133241,,,인천광역시 남동구 고잔동 482-1번지,,,(주)한결리싸이클링인천지사,2012-12-26 15:13:29,I,2018-10-04 11:12:49,,174584.11139419,431788.31717678,대기배출업소관리,,5종,금속,,0.0,,0.0,1408124051.0,,126.71379387755,37.3878309473732
45546,45547,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500004,2015-02-09,,1,영업/정상,11,영업,,,,,424-0983,,,인천광역시 남동구 고잔동 86-8,인천광역시 남동구 청능대로534번길 50-2 (고잔동),405-310,신세계리사이클링,2021-07-20 17:01:16,U,2021-07-22 02:40:00,,175116.932059996,432959.476536256,대기배출업소관리,,5종,,,0.0,,8.0,1313687130.0,,126.719770728656,37.3983968320116
45547,45548,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201700017,2017-12-22,,1,영업/정상,11,영업,,,,,4462558,,,인천광역시 남동구 고잔동 387-3번지,,,광인아이,2019-08-05 16:34:48,U,2019-08-07 02:40:00,그외 기타 플라스틱 제품 제조업,174937.291174341,432239.43835018,대기배출업소관리,그외 기타 플라스틱 제품 제조업,5종,,,0.0,,300.0,1370313832.0,,126.717766619258,37.3919052674124
45548,45549,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201700018,2018-01-08,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 운연동 273,인천광역시 남동구 운연로 148-18 (운연동),21601,주식회사 운연공업사,2021-08-06 15:03:36,U,2021-08-08 02:40:00,,179225.419532319,437288.116673873,대기배출업소관리,,5종,,,0.0,8.0,300.0,8018100891.0,,126.766049086307,37.4374957064714
45549,45550,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201700019,2017-02-28,,1,영업/정상,11,영업,,,,,0325033046,,,인천광역시 남동구 운연동 410-12,인천광역시 남동구 음실서로 61-2 (운연동),,주식회사 대경이노텍,2020-08-07 16:34:35,U,2020-08-09 02:40:00,비금속원료 재생업,179205.094270437,436946.267373705,대기배출업소관리,비금속원료 재생업,5종,,8.0,300.0,8.0,300.0,7048801389.0,,126.765828046793,37.4344197478145
45550,45551,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201800001,2018-02-20,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 535-3,"인천광역시 남동구 논현고잔로54번길 15-17, 2동 (고잔동)",21682,경성수지,2023-08-31 15:49:28,U,2023-09-02 02:40:00,지정외 폐기물 처리업,174490.092535498,431887.77387142,대기배출업소관리,지정외 폐기물 처리업,5종,,8.0,300.0,8.0,300.0,6436300383.0,,126.712728951698,37.3887410986597
45551,45552,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201800002,2018-05-25,,1,영업/정상,11,영업,,,,,0324242251,,,인천광역시 남동구 고잔동 350-8번지,"인천광역시 남동구 고잔로 87-2, 씨동 (고잔동)",21678,학성개발(주),2018-05-25 10:14:09,I,2018-10-04 11:12:49,,174883.148686884,431902.630426825,대기배출업소관리,,5종,,,0.0,,300.0,7178101047.0,,126.71722016805,37.3888385117727
45552,45553,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201601104,2016-06-23,,1,영업/정상,11,영업,,,,,032-428-6767,,,인천광역시 남동구 고잔동 86-8번지,인천광역시 남동구 청능대로534번길 50-2 (고잔동),405-310,애니오케이,2018-06-26 15:54:12,I,2018-10-04 11:12:49,지정외 폐기물 처리업,175116.932059996,432959.476536256,대기배출업소관리,지정외 폐기물 처리업,5종,,,0.0,,300.0,1222937865.0,,126.719770728656,37.3983968320116
45553,45554,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500005,2015-06-05,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 409-5 2층,"인천광역시 남동구 고잔로51번길 46-1 (고잔동,2층)",,제일금속,2023-10-13 15:50:29,U,2023-10-15 02:40:00,금속원료 재생업,175078.65999513,432182.578502056,대기배출업소관리,금속원료 재생업,4종,금속,,0.0,,0.0,1313644316.0,,126.719357140233,37.3913737569935
45554,45555,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500006,2015-06-05,,1,영업/정상,11,영업,,,,,0324465110,,,인천광역시 남동구 고잔동 86-12 나동,,,(주)프리테크원,2022-06-08 14:48:35,U,2022-06-10 02:40:00,도장 및 기타 피막처리업,174989.784699286,432980.060248654,대기배출업소관리,도장 및 기타 피막처리업,5종,,,0.0,,0.0,1318648597.0,,126.718333604486,37.3985801084784
45555,45556,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500007,2015-05-26,,1,영업/정상,11,영업,,,,,4725670,,,인천광역시 남동구 운연동 323,인천광역시 남동구 음실로 67 (운연동),405-270,(주)에스쓰리알 남동지사,2023-09-04 17:46:13,U,2023-09-06 02:40:00,지정외 폐기물 처리업,179341.744001409,437278.000090637,대기배출업소관리,지정외 폐기물 처리업,4종,,8.0,300.0,8.0,300.0,4868500079.0,,126.767362466675,37.4374109003754
45557,45558,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500009,2015-10-13,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 477-3번지,인천광역시 남동구 논현고잔로54번길 49 (고잔동),21682,(주)케이제이텍,2015-10-23 11:36:36,I,2018-10-04 11:12:49,지정외 폐기물 처리업,174651.358325978,431749.805585516,대기배출업소관리,지정외 폐기물 처리업,5종,,,0.0,,300.0,1318657077.0,,126.714554354008,37.3874849916164
45558,45559,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500011,2015-10-30,,1,영업/정상,11,영업,,,,,0324406677,,,인천광역시 남동구 구월동 610-4번지,"인천광역시 남동구 인주대로776번길 53 (구월동, 인천광역시미추홀도서관)",21588,인천광역시미추홀도서관,2015-10-30 18:04:32,I,2018-10-04 11:12:49,,175584.769388696,438358.471511052,대기배출업소관리,,5종,,,0.0,,0.0,1218300988.0,,126.724855269681,37.4471401790451
45559,45560,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500012,2015-11-10,,1,영업/정상,11,영업,,,,,032-466-4948,,,인천광역시 남동구 운연동 258-4,"인천광역시 남동구 음실서로 46 (운연동, 대청산업)",21601,연우자동차공업사,2022-01-06 14:02:49,U,2022-01-08 02:40:00,자동차 종합 수리업,179134.222974433,437150.615076319,대기배출업소관리,자동차 종합 수리업,5종,,,0.0,,0.0,2650901399.0,,126.764992099975,37.4362401193169
45560,45561,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500013,2015-11-16,,1,영업/정상,11,영업,,,,,0324202724,,,인천광역시 남동구 구월동 1408번지,"인천광역시 남동구 예술로 149 (구월동, 인천종합문화예술회관)",21569,인천광역시종합문화예술회관,2015-11-16 14:05:17,I,2018-10-04 11:12:49,공연시설 운영업,173399.679247473,438487.748558026,대기배출업소관리,공연시설 운영업,4종,,,0.0,,0.0,1398300295.0,,126.700177473364,37.4481586630445
45561,45562,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500014,2015-11-16,,1,영업/정상,11,영업,,,,,0324205810,,,인천광역시 남동구 구월동 1127-1,인천광역시 남동구 인주대로 585 (구월동),,(주)한국씨티은행인천영업부,2022-11-23 17:31:24,U,2022-11-25 02:40:00,금융업,173596.047670979,438744.209787109,대기배출업소관리,금융업,5종,,,0.0,,160.0,1398509043.0,,126.702387496684,37.4504749807789
45562,45563,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500015,2015-11-27,,1,영업/정상,11,영업,,,,,0328175446,,,인천광역시 남동구 고잔동 395-8,인천광역시 남동구 고잔로41번길 29 (고잔동),21678,코리아금속,2023-03-17 15:20:26,U,2023-03-19 02:40:00,그외 기타 금속가공업,175017.028445058,432368.57271674,대기배출업소관리,그외 기타 금속가공업,5종,,,0.0,,300.0,1391073299.0,,126.718660804722,37.3930751197169
45794,45795,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201500017,2015-12-10,,1,영업/정상,11,영업,,,,,8150885,,,인천광역시 남동구 고잔동 120-3,인천광역시 남동구 청능대로484번길 8-13 (고잔동),21686,(주)선진하이텍,2022-01-04 10:46:49,U,2022-01-06 02:40:00,그외 기타 전자부품 제조업,174537.757435988,432906.030064938,대기배출업소관리,그외 기타 전자부품 제조업,5종,,,0.0,,300.0,1318633624.0,,126.713231685755,37.3978994695168
45866,45867,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201200010,2012-07-03,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 142-2번지,인천광역시 남동구 청능대로484번길 8-14 (고잔동),405-310,(주)이지엔텍,2015-12-05 16:37:18,I,2018-10-04 11:12:49,,174513.771589952,432940.915893028,대기배출업소관리,,4종,,,0.0,,0.0,,,126.712966834146,37.3982594145828
45871,45872,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201300002,2013-01-30,,1,영업/정상,11,영업,,,,,0324240983,,,인천광역시 남동구 고잔동 86-8번지,인천광역시 남동구 청능대로534번길 34-1 (고잔동),405-310,(주)지에스리커버리,2013-02-01 16:29:22,I,2018-10-04 11:12:49,,175116.932059996,432959.476536256,대기배출업소관리,,5종,금속,,0.0,,0.0,1318548116.0,,126.719770728656,37.3983968320116
45872,45873,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201300003,2013-03-18,,1,영업/정상,11,영업,,,,,0324215427,,,인천광역시 남동구 고잔동 308-15,인천광역시 남동구 논현고잔로128번길 68-26 (고잔동),405-727,(주)코리아테크노브레인,2022-11-03 13:09:30,U,2022-11-05 02:40:00,,174597.470251044,432181.858657463,대기배출업소관리,,5종,반도체,8.0,300.0,,0.0,1318607179.0,,126.713931663044,37.3913615673078
45873,45874,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201300004,2013-10-08,,1,영업/정상,11,영업,,,,,,,,인천광역시 남동구 고잔동 372-16번지,인천광역시 남동구 앵고개로719번길 26 (고잔동),405-819,대진인더스2공장,2013-06-05 15:09:37,I,2018-10-04 11:12:49,,174980.663265795,431985.848899123,대기배출업소관리,,5종,,,0.0,,0.0,1318607811.0,,126.718308402803,37.389682301471
52367,52369,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201800005,2018-09-05,,1,영업/정상,11,영업,,,,,032-465-4003,,,인천광역시 남동구 구월동 1550-3번지 구월테크노밸리 C동 501호,"인천광역시 남동구 선수촌공원로 5, 구월테크노밸리 C동 501호 (구월동)",21582,(주)스와디시크릿,2018-09-05 16:46:20,I,2018-09-05 23:59:59,화장품 제조업,174233.407801957,437527.451852391,대기배출업소관리,화장품 제조업,5종,발효단백질,8.0,300.0,8.0,300.0,1318655220.0,,126.709633011096,37.439530036981
54784,54786,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021201100017,2011-12-14,,1,영업/정상,11,영업,,,,,8194617,,,인천광역시 남동구 고잔동 172-2,인천광역시 남동구 논현고잔로 129 (고잔동),,정일데코,2023-04-21 17:13:21,U,2023-04-23 02:40:00,기타 건축용 나무제품 제조업,174517.564121673,432570.334916539,대기배출업소관리,기타 건축용 나무제품 제조업,5종,,,0.0,,0.0,1312872006.0,,126.71301291892,37.3949107093632
56686,56688,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200300008,2003-05-28,,1,영업/정상,11,영업,,,,,0324467622,,405-310,인천광역시 남동구 고잔동 368-7번지,인천광역시 남동구 앵고개로697번길 40-20  (고잔동),,세광도장공업사,2007-12-12 11:02:33,I,2018-10-04 11:12:49,도장 및 기타 피막처리업,174848.325675714,432161.003228297,대기배출업소관리,도장 및 기타 피막처리업,5종,,0.0,0.0,0.0,0.0,1301361730.0,,126.716751519882,37.3911853582293
56687,56689,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200300014,2003-10-27,,1,영업/정상,11,영업,,,,,5235501,,,인천광역시 남동구 고잔동 369,인천광역시 남동구 고잔로 66 (고잔동),,영진자동차공업사,2023-05-09 20:53:24,U,2023-05-11 02:40:00,자동차 종합 수리업,174842.321334591,432128.296911034,대기배출업소관리,자동차 종합 수리업,4종,,0.0,0.0,0.0,0.0,1390273896.0,,126.716713932403,37.3908808135796
56688,56690,대기오염물질배출시설설치사업장,09_30_08_P,3530000,353000021200300015,2003-11-03,,1,영업/정상,11,영업,,,,,4340026,,,인천광역시 남동구 고잔동 484-16,인천광역시 남동구 고잔로102번길 55 (고잔동),,태광시스템,2022-10-06 20:15:14,U,2022-10-08 02:40:00,,174559.705767297,431828.005014227,대기배출업소관리,,5종,,0.0,0.0,0.0,0.0,1312079100.0,,126.713516993227,37.3881878918612
